Title,Description,Date,Location,Source,URL,Organiser
Salisbury Breakfast Club - 7 Dec,"<p>Salisbury Breakfast Club provides you with a good opportunity for informal, relaxed and non-pressure networking. With informal information slots at each breakfast, the emphasis is on enjoyment and informality to keep a bright modern approach to the meetings. You'll have the opportunity to network with fellow delegates before breakfast and throughout the morning. This event is run by Bonallack &amp; Bishop Solicitors and is sponsored by Business Link.</p>",Tue Dec 07 00:00:00 +0000 2010,"Grasmere House Hotel, Salisbury SP2 8JN",Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=106&r.lc=en&type=EVENTS&itemId=5001538105,Business Link
Managing Safety,This is a comprehensive one day introduction on effectively managing health and safety in the workplace.,Thu Dec 02 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=9&CourseTypeID=3,Business Link
Customer Care - Developing a Care Culture,The aim of this course is to enable delegates to create and maintain a positive and informed culture of customer care within their organisation.,Thu Dec 02 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=74&CourseTypeID=1,Business Link
First Steps in Social Enterprise,"If you are considering starting up a social enterprise and are looking for a clear understanding of why it is the business model of choice for socially- and environmentally-minded people, then the First Steps in Social Enterprise workshop is for you",Thu Dec 02 00:00:00 +0000 2010,"Nottingham CVS, 7 Mansfield Road, Nottingham",Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=140&r.lc=en&type=EVENTS&itemId=5001559685,Business Link
Time Management,"This programme for Supervisors and Managers is a fast-paced, challenging one-day course designed to help you maintain a firm grip on your schedule",Thu Dec 02 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=30&CourseTypeID=1,Business Link
Effective Project Management,"The course concentrates on practical, easy to understand and control techniques that can be directly and immediately applied in your workplace.",Thu Dec 02 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=37&CourseTypeID=6,Business Link
The Role of the Fire Marshal,This course demonstrates the key actions staff should follow on discovery of a fire or in raising an alarm.,Fri Dec 03 00:00:00 +0000 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=113&CourseTypeID=3,Business Link
Business Boost - Your Business and how the Law can Help You,This workshop aims to give advice on aspects of business law and how to put these into every-day practice in businesses to ensure profits are increased.,Fri Dec 03 00:00:00 +0000 2010,"Innovation Centre, Torquay",Business Link,http://www.torbaydevelopmentagency.co.uk,Business Link
Introduction to NLP,This seminar will inform participants about neuro linguistic programming (NLP) techniques that ensures their communication is more effective. This course is an overview of the techniques that heighten awareness and assist in everyday personal and business situations.,Sat Dec 04 00:00:00 +0000 2010,"Harben De Vere Hotel, Newport Pagnell",Business Link,http://www.ddsnlp.com/events,Business Link
Advanced - Advanced Tendering for Public Sector Contracts,"This interactive workshop on tender writing is run by CEis and partners. It's aimed at managers and staff, providing introductory, intermediate and advanced levels. With contributions from experts in successful tender writing, the worskhops will offer practical guidance for organisations wishing to compete for public sector contracts.",Wed Jan 12 00:00:00 +0000 2011,"187 George Street, GLASGOW, G1 1YU",Business Link,http://www.ceis.org.uk/supporting-enterprise.html#Enterprise-Programmes,Business Link
Intermediate - Successful Tendering for Public Sector Contracts,"This interactive workshop on tender writing is run by CEis and partners. It's aimed at managers and staff, providing introductory, intermediate and advanced levels. With contributions from experts in successful tender writing, the worskhops will offer practical guidance for organisations wishing to compete for public sector contracts.",Thu Jan 13 00:00:00 +0000 2011,"5 Rose Street, EDINBURGH, EH2 2PR",Business Link,http://www.ceis.org.uk/supporting-enterprise.html#Enterprise-Programmes,Business Link
Advanced - Advanced Tendering for Public Sector Contracts,"This interactive workshop on tender writing is run by CEis and partners. It's aimed at managers and staff, providing introductory, intermediate and advanced levels. With contributions from experts in successful tender writing, the worskhops will offer practical guidance for organisations wishing to compete for public sector contracts.",Wed Jan 19 00:00:00 +0000 2011,"187 George Street, GLASGOW, G1 1YU",Business Link,http://www.ceis.org.uk/supporting-enterprise.html#Enterprise-Programmes,Business Link
Intermediate - Successful Tendering for Public Sector Contracts,"This interactive workshop on tender writing is run by CEis and partners. It's aimed at managers and staff, providing introductory, intermediate and advanced levels. With contributions from experts in successful tender writing, the worskhops will offer practical guidance for organisations wishing to compete for public sector contracts.",Thu Jan 20 00:00:00 +0000 2011,"5 Rose Street, EDINBURGH, EH2 2PR",Business Link,http://www.ceis.org.uk/supporting-enterprise.html#Enterprise-Programmes,Business Link
Intermediate - Successful Tendering for Public Sector Contracts,"This interactive workshop on tender writing is run by CEis and partners. It's aimed at managers and staff, providing introductory, intermediate and advanced levels. With contributions from experts in successful tender writing, the worskhops will offer practical guidance for organisations wishing to compete for public sector contracts.",Thu Jan 27 00:00:00 +0000 2011,"5 Rose Street, EDINBURGH, EH2 2PR",Business Link,http://www.ceis.org.uk/supporting-enterprise.html#Enterprise-Programmes,Business Link
Contracts of Employment,"This workshop will cover concerns around a contract, what the law says about contracts and how contracts link to policies in a company handbook.",Thu Jan 20 00:00:00 +0000 2011,Aylesbury Enterprise and Innovation Centre,Business Link,http://www.totalhumanresources.com/employmentlawtraining.html,Business Link
First Steps in Social Enterprise,"If you are considering starting up a social enterprise and are looking for a clear understanding of why it is the business model of choice for socially- and environmentally-minded people, then the First Steps in Social Enterprise workshop is for you",Thu Jan 20 00:00:00 +0000 2011,"Voluntary Action Rutland, Rutland Volunteer Centre (Rear of The Rutland College)",Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=140&r.lc=en&type=EVENTS&itemId=5001559739,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu Feb 10 00:00:00 +0000 2011,Wetherby Racecourse,Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Contracts of Employment,"This workshop will cover concerns around a contract, what the law says about contracts and how contracts link to policies in a company handbook.",Thu Feb 17 00:00:00 +0000 2011,Aylesbury Enterprise and Innovation Centre,Business Link,http://www.totalhumanresources.com/employmentlawtraining.html,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu Mar 03 00:00:00 +0000 2011,"Ramada Hotel, Belfast",Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Contracts of Employment,"This workshop will cover concerns around a contract, what the law says about contracts and how contracts link to policies in a company handbook.",Thu Mar 17 00:00:00 +0000 2011,Aylesbury Enterprise and Innovation Centre,Business Link,http://www.totalhumanresources.com/employmentlawtraining.html,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu Mar 24 00:00:00 +0000 2011,Norwich City Football Club,Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
